Loss
9.7910e-01
1.0998e+00
1.1631e+00
1.2881e+00
1.6021e+00
7.2463e-01
1.5147e+00
1.7174e+00
8.1113e-01
8.1019e-01
7.4231e-01
1.4458e+00
9.9859e-01
1.2576e+00
1.0900e+00
8.4490e-01
