update,episodes_finished,mean_return,rmse_g,cat_rate_g,mean_post_std_g,probe_rate,pi_loss,v_loss,entropy,total_loss
20,80,0.08141363270225874,0.03452499737360449,0.8125,0.019187555363421042,0.0,-0.006781781616155058,2.557412346959609e-05,2.5554987490177155,-0.03232398210093379
