Loss
1.5170e+00
1.4235e+00
1.5280e+00
1.4331e+00
1.4247e+00
1.5034e+00
1.4489e+00
1.4230e+00
1.4275e+00
1.4973e+00
1.4015e+00
1.4561e+00
1.4755e+00
1.3948e+00
1.5020e+00
1.3865e+00
1.4230e+00
1.4446e+00
1.4602e+00
1.4357e+00
1.4931e+00
1.4519e+00
1.4748e+00
1.4960e+00
1.5020e+00
1.4593e+00
1.4723e+00
1.5601e+00
1.4256e+00
1.4219e+00
1.4374e+00
1.4667e+00
1.4853e+00
1.4260e+00
1.5551e+00
1.4879e+00
1.5166e+00
1.4095e+00
1.4345e+00
1.4988e+00
1.5289e+00
1.4756e+00
1.5163e+00
1.4356e+00
1.4708e+00
1.4867e+00
1.4398e+00
1.5092e+00
1.4522e+00
1.3962e+00
1.4696e+00
1.4452e+00
1.4737e+00
1.4395e+00
1.5442e+00
1.5069e+00
1.4647e+00
1.4679e+00
1.4197e+00
1.4563e+00
1.5301e+00
1.4526e+00
1.5079e+00
1.4780e+00
1.4631e+00
1.4444e+00
1.4670e+00
1.5024e+00
1.4390e+00
1.4412e+00
1.4981e+00
1.4878e+00
1.4576e+00
1.4583e+00
1.4828e+00
1.4096e+00
1.4638e+00
1.5242e+00
1.4706e+00
1.4758e+00
1.4308e+00
1.3784e+00
1.4443e+00
1.5736e+00
1.4514e+00
1.4930e+00
1.4639e+00
1.4719e+00
1.5067e+00
1.4786e+00
1.4549e+00
1.5087e+00
1.4437e+00
1.4670e+00
1.5065e+00
1.4365e+00
1.5375e+00
1.4882e+00
1.4362e+00
1.4659e+00
1.4637e+00
1.4451e+00
1.5237e+00
1.4837e+00
1.5056e+00
1.4419e+00
1.4742e+00
1.5113e+00
1.4633e+00
1.4842e+00
1.4914e+00
1.4535e+00
1.4819e+00
1.5048e+00
1.5051e+00
1.4396e+00
1.4845e+00
1.4713e+00
1.5223e+00
1.4039e+00
1.5195e+00
1.5234e+00
1.4494e+00
1.5006e+00
1.4727e+00
1.5090e+00
1.4529e+00
1.5496e+00
1.4961e+00
1.4537e+00
1.4439e+00
1.5019e+00
1.4783e+00
1.3983e+00
1.4717e+00
1.4938e+00
1.4625e+00
1.4230e+00
1.4867e+00
1.4415e+00
1.4395e+00
1.5712e+00
1.4780e+00
1.4851e+00
1.5047e+00
1.4875e+00
1.4504e+00
1.4785e+00
1.4136e+00
1.4581e+00
1.4614e+00
1.4449e+00
1.4561e+00
1.4731e+00
1.4649e+00
1.4890e+00
1.4894e+00
1.4863e+00
1.4760e+00
1.4897e+00
1.4717e+00
1.4911e+00
1.4257e+00
1.4523e+00
1.4350e+00
1.4760e+00
1.4200e+00
1.4767e+00
1.5054e+00
1.5048e+00
1.4953e+00
1.5068e+00
1.4645e+00
1.4620e+00
1.4371e+00
1.4727e+00
1.4929e+00
1.4844e+00
1.4750e+00
1.4283e+00
1.4328e+00
1.4783e+00
1.5230e+00
1.4364e+00
1.5199e+00
1.4261e+00
1.4237e+00
1.4293e+00
1.4219e+00
1.5407e+00
1.4654e+00
1.4614e+00
1.4316e+00
1.4837e+00
1.4623e+00
1.4437e+00
1.5223e+00
1.5351e+00
1.4898e+00
1.4067e+00
1.4137e+00
1.5013e+00
1.5487e+00
1.4427e+00
1.5314e+00
1.5014e+00
1.5352e+00
1.4491e+00
1.4329e+00
1.5171e+00
1.4667e+00
1.4410e+00
1.5199e+00
1.4335e+00
1.5355e+00
1.5315e+00
1.4697e+00
1.4826e+00
1.4018e+00
1.4407e+00
1.4990e+00
1.4526e+00
1.4411e+00
1.5319e+00
1.4595e+00
1.4532e+00
1.4259e+00
1.4460e+00
1.4629e+00
1.5381e+00
1.4319e+00
1.4822e+00
1.3893e+00
1.4232e+00
1.5013e+00
1.5534e+00
1.5196e+00
1.4354e+00
1.4866e+00
1.4096e+00
1.4010e+00
1.5467e+00
1.5171e+00
1.4639e+00
1.4889e+00
1.4917e+00
1.4790e+00
1.4779e+00
1.4479e+00
1.5121e+00
