run,epoch,topk_nll
debug_512_64,1,0.6439833039123761
debug_512_64,2,0.10556449682304733
debug_512_64,3,0.10374967283324192
debug_512_64,4,0.10120225482081112
debug_512_64,5,0.09365075277654748
debug_512_64,6,0.07559760591309321
debug_512_64,7,0.05137163204582114
debug_512_64,8,0.04017359086949574
debug_512_64,9,0.036121699517886886
debug_512_64,10,0.032779290634942684
debug_512_64,11,0.03065035776480248
debug_512_64,12,0.02794158743008187
