update,episodes_finished,mean_return,rmse_g,cat_rate_g,mean_post_std_g,probe_rate,pi_loss,v_loss,entropy,total_loss
1640,160,4.244976076282465,0.0002742607594231405,0.0,0.0002483931112019492,0.0,-0.01875212718732655,0.0020503573468886316,6.6176484525203705,-0.08390343096107244
1660,160,4.267471956533724,0.00024573959460028586,0.0,0.00024258533772692812,0.0,-0.015220417408272624,0.004235425134538673,6.5223528444767,-0.07832623133435845
1680,160,4.263436828531097,0.000457090694006634,0.0,0.00024592598558374746,0.0,-0.016062714043073356,0.002283686444570776,6.778344422578812,-0.08270431333221495
1700,160,4.27647384458391,0.0007643988222284137,0.0,0.0002502144918830624,0.0,-0.016393999161664397,0.0013218805834185332,6.720123797655106,-0.08293429389595985
1720,160,4.266196704949207,0.00027866437019693916,0.0,0.00024247970369567634,0.0,-0.014991396950790659,0.0027872385981027037,6.383143037557602,-0.0774292063433677
1740,160,4.269573458184619,0.0002578780780486138,0.0,0.00024252636314224334,0.0,-0.01564602617872879,0.001215074098581681,6.481826215982437,-0.07985675032250583
1760,160,4.300419535648577,0.0006378927489102873,0.0,0.0002481596759642855,0.0,-0.014784233586397022,0.0018745721972663887,6.219494253396988,-0.07604188797995448
1780,160,4.282057086789936,0.0002692637130134578,0.0,0.0002385330956811651,0.0,-0.01878196344478056,0.0012204538761579897,6.615209400653839,-0.08432382810860872
1800,160,4.2693889828560945,0.00028090910557760854,0.0,0.0002428468207012468,0.0,-0.012445994711015373,0.0022317450493574142,6.2945036590099335,-0.07427515718154609
1820,160,4.259133774615571,0.0002602971831331399,0.0,0.00024490028596191153,0.0,-0.0120269009785261,0.0026919234223896638,6.708875864744186,-0.07776969741098583
1840,160,4.247891879443668,0.0002910754012116615,0.0,0.0002485436899622221,0.0,-0.019486477482132614,0.001316806323302444,6.436115056276321,-0.08318922505713999
1860,160,4.287053363318163,0.00026677113969188004,0.0,0.0002380171080238782,0.0,-0.018500816309824586,0.0017121132259489968,6.618397563695908,-0.08382873376831412
1880,160,4.314947425113419,0.0011937557567834071,0.00625,0.00023935749330080804,0.0,-0.0158961056440603,0.0009172519603453111,6.202605813741684,-0.07746353629045188
1900,160,4.287369393678459,0.0002536998334268956,0.0,0.0002366575838387743,0.0,-0.019571261713281274,0.001311083928158041,6.152727663516998,-0.0804429950658232
1920,160,4.291380577191697,0.00026204239928345253,0.0,0.00024366992879498397,0.0,-0.01808003499172628,0.0013928761763963848,6.507550150156021,-0.08245909865945578
1940,160,4.307400474975327,0.0002597295616722147,0.0,0.00023722176019031735,0.0,-0.01644128214684315,0.0025199861847795546,6.123517632484436,-0.07641646242700517
1960,160,4.312931070575173,0.00023624737654819375,0.0,0.00023113678128670783,0.0,-0.018669064331334084,0.0016321434304700233,6.346434533596039,-0.08131733629852533
1980,160,4.306761413041029,0.0002443296611323777,0.0,0.0002337535941678096,0.0,-0.016132210061186925,0.0025158853677567095,6.248726576566696,-0.07736153132282197
2000,160,4.301258674564548,0.0002728470970957958,0.0,0.0002348735927500045,0.0,-0.018731973483227193,0.0020583532023010775,6.445825755596161,-0.08216105354949832
