run,epoch,topk_nll
debug_512_64,1,0.26416018992119156
debug_512_64,2,0.00047216011172470946
debug_512_64,3,0.00034362844463127354
debug_512_64,4,0.000258830722887069
debug_512_64,5,0.0002006339233291025
debug_512_64,6,0.00015947186252257477
debug_512_64,7,0.00012958706046144167
debug_512_64,8,0.00010722887585870922
debug_512_64,9,9.025833559765791e-05
debug_512_64,10,7.698122732108459e-05
debug_512_64,11,6.640053247489656e-05
debug_512_64,12,5.7875072767880437e-05
